TF	target	importance
KIAA1551	CAMK4	0.006997170762301639
SEPT1	ITM2A	0.006995984282019804
C12orf75	CCL5	0.006993957087799193
TOX	TCF7	0.006993826745886246
CD52	TIGIT	0.006989783390335105
TRAT1	ZFP36L2	0.00698943773115086
HLA-DPA1	CD52	0.006984543920168431
IL2RG	TUBA4A	0.006981573387933232
HLA-DRB5	CD28	0.006980777542041349
TRAV8-3	CAMK4	0.006980700446524551
DUSP2	ISG20	0.006975510340756645
HLA-DPA1	CXCR3	0.00697505032534638
SAMSN1	KIAA1551	0.006974493223210105
CD82	TMC8	0.006972984690507901
CD69	IL7R	0.0069725754877944515
S100A10	LCK	0.006971974839210463
LTB	CD247	0.0069658263514882
S100A4	HLA-DPA1	0.006964349500178405
DDIT4	CD96	0.006963002880051403
HLA-DRB1	CCL5	0.006962462451304338
CST7	SELL	0.00696057406396355
RGS1	C12orf75	0.0069580689048573145
ZFP36L2	LTB	0.0069571727541977435
SLC9A3R1	TRBC1	0.006955229390529432
CD3E	HLA-DQA1	0.006953844179222886
TAGAP	ZFP36L2	0.006949838663551615
TOX	CD82	0.006948634791429813
SAMSN1	TMC8	0.006946766977741032
SLC38A1	SYTL1	0.006946400083113106
IL22	SKAP1	0.006944032994721061
PIM2	CAMK4	0.0069434806713519715
TRAV8-3	SELL	0.006942889005081114
RGS1	TIGIT	0.006942756913339622
SH2D1A	CLEC2D	0.006941272473443003
TRBC1	GNLY	0.006939823510047449
PTGER4	CD2	0.006939014031866719
RGS1	SYTL1	0.006930976768353758
RHOH	CD28	0.006928624122529415
CD247	GNLY	0.006927455584874475
IL2RG	EVL	0.006926068605225605
RHOH	RASAL3	0.0069256399505550886
CLEC2D	TC2N	0.006924843807611941
KIAA1551	TCF7	0.006923777695581703
ISG20	TMC8	0.006921315378722638
TOX	GATA3	0.006919203455382195
SEPT1	KLRB1	0.00691604872698221
TRAT1	SYTL1	0.006915245089039093
TNFRSF4	PTPN7	0.006911269685769867
TNFRSF25	ALOX5AP	0.0069091366369984095
GZMM	CAMK4	0.00690902408946517
TAGAP	TC2N	0.006909011506090731
GNLY	ACTB	0.006902486696723564
TRAT1	CD247	0.006901259482592944
PTPN7	RASAL3	0.006900354949444189
TRAT1	ITM2A	0.00689954886793735
SELL	RASAL3	0.006897924279641336
LIME1	CCL5	0.006896158853346896
HLA-DRB1	SKAP1	0.006893172610108118
CD2	CD52	0.006891972545981669
BATF	TRAC	0.006891945940657868
ITK	TRBC1	0.006888782771290829
BATF	SLC38A1	0.006887354631402611
CD2	RARRES3	0.006886812774588128
S100A10	CD40LG	0.006886182225910176
CST7	TSPAN13	0.006886091985803787
NBAS	C12orf75	0.006885545129113318
SH2D2A	PTPN7	0.006885105302955691
ITM2A	TAGAP	0.006884943347335595
CXCR4	TRBC2	0.006883350492269019
CXCR3	TOX	0.006882782902501969
SRGN	GZMM	0.006881683229432332
CD69	CXCR3	0.006880319069159687
S100A4	TSPAN13	0.006879397571051466
PTGER4	RASAL3	0.006879336821018115
GATA3	SLC9A3R1	0.006876814359075199
EVL	APOBEC3G	0.006875593162432906
CST7	PTPN7	0.006872238819548154
HLA-DRB5	SH2D1A	0.006870581702068376
DDIT4	CAMK4	0.006868970758838086
TUBA4A	LCK	0.006867913744377717
LIME1	RARRES3	0.006865529027632884
SH2D2A	TAGAP	0.006864109633263498
GIMAP7	TMSB10	0.006863021328510514
CD52	IL22	0.006862859186189498
HLA-DPA1	TCF7	0.006859305817899835
TC2N	TUBA4A	0.006856363772273662
BIRC3	S100A4	0.006855855104435955
CXCR4	HLA-DQA1	0.006854642242327828
HLA-DRB1	CD40LG	0.006854442636069119
TNFRSF4	TAGAP	0.0068541835856553305
SEPT1	GZMA	0.006850292647219889
TUBA4A	SLC38A1	0.006849394824199999
TRBC2	GZMM	0.006847523410413388
CXCR4	S100A10	0.006846796272995399
TRBC1	PTPN7	0.006845150619147513
IL2RG	SELL	0.006844672274869696
TC2N	TMC8	0.006838985841487179
BATF	LIME1	0.00683760165713206
HLA-DQA1	IL32	0.006835315785655706
DDIT4	TOX	0.006835022950185998
APOBEC3G	RARRES3	0.006834527942446838
TC2N	EVL	0.0068344397758703344
RARRES3	IL7R	0.006834135315394256
ZFP36L2	APOBEC3G	0.006833972428971453
CD3E	DDIT4	0.006833789326786564
TC2N	TRAC	0.006831125267549427
TRBV4-1	IL7R	0.006831058745770539
S100A10	TSPAN13	0.006824266075234667
HLA-DRB5	CD3E	0.0068242249187464975
CST7	CAMK4	0.0068219123494879024
HLA-DRB5	APOBEC3G	0.006820331341605261
C12orf75	CD52	0.006816590724990644
TUBA4A	TRAC	0.0068156125880472
HLA-DRB5	LTB	0.006814893373008822
TNFRSF25	NBAS	0.006813107224374323
DDIT4	GZMA	0.0068121536774275356
GZMM	TRAV8-2	0.006808768154635045
GATA3	SLAMF1	0.006806627418093394
TAGAP	IL7R	0.006805140741302115
TAGAP	HSPA8	0.006798683477812278
TRBC2	SYTL1	0.006791486149876158
APOBEC3G	SH2D1A	0.006791232053762661
SKAP1	SH2D2A	0.00679085277470601
TNFRSF18	TRBC1	0.006790652983629906
PTGER4	SRGN	0.006789836797334417
TNFRSF18	TCF7	0.006789283559522157
SLC9A3R1	LY9	0.0067882703182953075
KIAA1551	ZFP36L2	0.006783785614855879
LAIR2	CD247	0.006780185196446895
KIAA1551	SLC38A1	0.006779141704581377
TRAT1	CD3D	0.006776083294655872
EVL	IL2RG	0.0067751492779819485
ISG20	IKZF3	0.0067738347087747345
TNFRSF4	IKZF3	0.006772962834984454
LCK	RASAL3	0.006771249926664979
RARRES3	GATA3	0.006770440422690921
SIT1	PTPN7	0.006770077268967064
CST7	CD28	0.0067696070391571215
SAMSN1	PIM2	0.006766806467922746
RGS1	TRAT1	0.006761736292370491
HLA-DPA1	TRAV8-2	0.006761435463527001
PTGER4	IKZF3	0.006760299893455308
GATA3	ITM2A	0.006757366659137592
CD82	KIAA1551	0.006755339844447602
KLRB1	TNFRSF25	0.00675454864935579
IL2RG	TRAT1	0.006753521642533793
CD3E	SAMSN1	0.0067534836100587485
RHOH	CD96	0.006753127726865182
GIMAP7	SAMSN1	0.00675296481395045
HLA-DRB1	CD247	0.006749152438782467
DUSP2	TRBC1	0.006746808988735676
TCF7	CXCR3	0.006746644928386536
KLRB1	ISG20	0.0067460018918192935
RARRES3	GZMM	0.006745608058280429
TNFRSF25	SKAP1	0.006745431966212417
EVL	TOX	0.006744939274457488
CD82	KLRB1	0.00674436467259214
RGS1	KIAA1551	0.006744198532173733
DUSP2	LY9	0.006744131868100968
TNFRSF18	TRAC	0.006742357540064052
RHOH	SLC38A1	0.006741254638801784
SIT1	RASAL3	0.006739425218888508
GATA3	RASAL3	0.006738888693302991
PIM2	SYTL1	0.0067351616874814155
BIRC3	CD28	0.0067350045859974
TRAT1	TRAC	0.006732535642897075
ITM2A	TMC8	0.006731653229175083
TCF7	CD28	0.006730121898612891
HLA-DRB1	ITM2A	0.006729615084315082
GIMAP7	LAT	0.0067286489175259
LCK	GATA3	0.006728458118153142
TAGAP	IKZF3	0.00672485102597624
TAGAP	CD96	0.006723335541125523
IL2RG	CAMK4	0.0067224937400048815
CXCR4	GATA3	0.0067201847206910135
GIMAP7	KLRB1	0.0067198149445332
DUSP2	TOX	0.006719586606533659
IL7R	TUBA4A	0.006719025142585509
CXCR4	ITK	0.006716623238266012
KLRB1	CAMK4	0.006714275260300794
SH2D1A	IKZF3	0.006713393242672257
TAGAP	RHOH	0.006708305596561686
HLA-DQA1	SKAP1	0.006707698230669644
TNFRSF18	CD69	0.006707179266868505
LTB	ITK	0.006706708928971976
GZMM	TCF7	0.006705579972527242
TRAT1	GATA3	0.006703399680113888
SLC9A3R1	GZMM	0.006701993822998682
ZAP70	GZMA	0.00670104594215193
CXCR4	CD2	0.006695653962338049
TC2N	CCL5	0.006694408630249725
SLC9A3R1	SKAP1	0.006692172309707119
GZMM	PTPN7	0.006692118799943662
GIMAP7	TUBA4A	0.006691670190208881
RARRES3	CD28	0.0066899178599161896
TRBC2	LY9	0.006688447209452523
TIGIT	TNFRSF18	0.0066862937333877675
BATF	TUBA4A	0.006675219449676065
TNFRSF25	LIME1	0.006674666405467164
ZAP70	CD82	0.00667426661658522
CLEC2D	CD3G	0.006672289878863474
IL2RG	C12orf75	0.00666941768784431
SELL	TRAC	0.0066683196259790046
CD3G	ALOX5AP	0.006667613820993362
CD3G	TRAV8-2	0.006667450603411879
SLC38A1	IL7R	0.006666681162006349
SEPT1	TNFRSF25	0.006666469608647214
SRGN	CD3G	0.006666066360227343
GIMAP7	IKZF3	0.006664367219104694
HLA-DRB5	TRAT1	0.006664354787198772
HLA-DRB5	SLC9A3R1	0.00666426705376197
TNFRSF25	BATF	0.0066636511312146065
CXCR3	TRAC	0.006663560639111672
ALOX5AP	DUSP2	0.006662573246048112
SH2D1A	CD28	0.006662025609602562
CD40LG	RASAL3	0.006660814323746503
SELL	TRAV8-3	0.006659911473041391
ZFP36L2	GZMA	0.0066597003161675185
IL2RG	TRBC2	0.006659568202915448
CD96	CD247	0.006658865871444219
SRGN	SIT1	0.006658176981852198
KLRB1	TRBC2	0.006655974478282648
TNFRSF25	TRAC	0.006655909642718805
TRAV8-2	IL22	0.0066523688714817805
PGM2L1	TMSB4X	0.00665112131017525
IL2RG	TMSB10	0.006650713973286709
CD3G	RASAL3	0.006649616159885024
SH2D1A	NBAS	0.00664937085110971
DDIT4	TRAV8-2	0.006648972714785648
LAT	TAGAP	0.006645407305106565
CD3E	BATF	0.00664098896613356
CCL5	ZFP36L2	0.006637866980449339
SH2D1A	ITK	0.0066355558966925765
TC2N	SLC38A1	0.00663172066049293
RHOH	LAIR2	0.006629923446515765
APOBEC3G	ISG20	0.0066289285979202915
TNFRSF18	RASAL3	0.006620916618737927
CXCR3	KIAA1551	0.006620178268510035
CXCR3	SLC38A1	0.006619958315774911
HLA-DPA1	CD96	0.006617130853666
BATF	CD247	0.006616951540044756
IL2RG	GZMM	0.0066152477211624955
GZMM	SLC38A1	0.006615156852247412
CD3D	TMSB4X	0.00661325015285297
TNFRSF18	TMC8	0.006611986158378285
SH2D2A	TIGIT	0.0066107123180115515
SAMSN1	CLEC2D	0.0066101581945680965
LCK	TRAV8-2	0.006609371673233735
LIME1	TRAC	0.0066086836078279535
IL22	CD28	0.006605281316922747
SELL	ISG20	0.006604733134740262
APOBEC3G	ITM2A	0.006604702978051869
HLA-DPA1	TRAV8-3	0.006604290928375489
LIME1	IKZF3	0.006603930594237052
TRAT1	TRAV8-2	0.006603304726117233
PGM2L1	S100A10	0.006602953696587355
IL2RG	LIME1	0.006601998988588162
CD2	LTB	0.006600092902330704
APOBEC3G	ITK	0.006600031421645469
CCL5	DUSP2	0.006599964782022443
BIRC3	SYTL1	0.006596896130409714
PIM2	TAGAP	0.0065967830343250195
TNFRSF4	DUSP2	0.006589066039974987
HSPA8	HLA-DQA1	0.006587640240645186
LCK	IL2RG	0.006587250658437077
TUBA4A	DDIT4	0.006586412427114556
CD52	HSPA8	0.006586099732130362
NBAS	TMC8	0.0065818564256292155
LCK	ITM2A	0.0065796087508603615
DDIT4	LAIR2	0.006576553252688532
GATA3	IL32	0.006575994903687604
KLRB1	IL22	0.006575793316385496
ZFP36L2	ITM2A	0.006574645818473115
SH2D2A	CD2	0.006574053030074334
RHOH	TIGIT	0.006573691083144918
LAT	TNFRSF25	0.006571838761556058
CST7	TRAV8-2	0.006567259984958968
TNFRSF25	CD40LG	0.006565642245702517
SH2D1A	TRBC2	0.006565081332007028
ITK	CLEC2D	0.006565061774158708
SEPT1	TAGAP	0.006564579746073303
IL7R	PTGER4	0.006562540900593623
TAGAP	BIRC3	0.00656143460157959
LAIR2	SLC38A1	0.006561198816814396
TNFRSF25	TRAV8-3	0.006560718025892683
APOBEC3G	TAGAP	0.006560193541288028
BIRC3	LAIR2	0.0065578799913351676
IL7R	TRAV8-2	0.006557551944252772
DDIT4	CD28	0.006555278652805681
TNFRSF25	CD3E	0.006554111067800436
BIRC3	TNFRSF25	0.006553988939065274
SLC38A1	ISG20	0.006553903487451984
RGS1	ISG20	0.006553473630348966
GZMA	SELL	0.006553080291558058
RGS1	TRBC2	0.006552865000502705
TRBV4-1	DUSP2	0.006552435046172685
HLA-DRB1	GNLY	0.0065515390883721485
CXCR4	CD74	0.006549013198892711
DDIT4	TNFRSF18	0.006547336652284192
TRBC2	CD28	0.006544756465055598
SELL	IKZF3	0.006544014187623759
RGS1	CLEC2D	0.006543198689430943
SYTL1	GIMAP7	0.006540465778306769
DDIT4	LIME1	0.0065400788914097415
CXCR3	CD28	0.00653962267560405
RARRES3	CD96	0.006537597273216643
HLA-DRB5	CD247	0.006536943137554523
TRAT1	TCF7	0.006533653524045812
BATF	GATA3	0.006530679924054959
LAT	TOX	0.0065293272695780245
LAIR2	TC2N	0.006527365513198825
GIMAP7	CXCR4	0.006527316899353773
SAMSN1	NBAS	0.0065241249355898
HLA-DRB5	ITK	0.006523210961001648
HLA-DPA1	TNFRSF4	0.006518085388208712
CST7	LIME1	0.006518009366085453
HLA-DRB1	EVL	0.00651697338143086
GZMA	SLC38A1	0.0065161982283743316
TNFRSF18	CD247	0.006516178134200356
CAMK4	LIME1	0.0065159960337714444
DUSP2	IL2RG	0.006512095714768995
NBAS	IL2RG	0.0065083423611324576
TUBA4A	ZFP36L2	0.006507241767025173
CCL5	PIM2	0.006505537338638662
CD69	TRAT1	0.006505450398092023
BATF	CD28	0.006502786618344746
KLRB1	TMC8	0.006502489177988028
SH2D1A	IL22	0.006496417797746274
CLEC2D	TRAC	0.006496028732198846
GZMM	PIM2	0.006495209155345682
DDIT4	GATA3	0.006494224952409083
SYTL1	ISG20	0.0064940044168019405
PTPRCAP	SAMSN1	0.006491020636347428
GNLY	S100A10	0.006489762829795882
TUBA4A	RASAL3	0.006487540906696043
SLC38A1	TRAV8-2	0.006485311265709264
HLA-DPA1	LIME1	0.006482418113194318
RGS1	SLC9A3R1	0.006482314835422854
IL2RG	BIRC3	0.006479940101708496
ITM2A	LTB	0.006477486721291317
IL22	SLC38A1	0.006476283377655398
TNFRSF4	NBAS	0.006476029025714393
KIAA1551	TAGAP	0.006474624966464188
CD3D	NBAS	0.006472515699930569
IL32	HLA-DQA1	0.0064716961330501
KLRB1	C12orf75	0.0064697005124180005
CD3G	APOBEC3G	0.006469098088429659
BIRC3	PTPN7	0.006469008076193275
RARRES3	TRAT1	0.006466989961931486
SRGN	EVL	0.00646648515144354
TAGAP	PTPN7	0.006465711872482798
KLRB1	TNFRSF4	0.006463828448342467
TRBV4-1	SYTL1	0.006459193978039069
HLA-DRB5	LCK	0.006459025262633167
SAMSN1	ITK	0.006452682668040615
PGM2L1	DUSP2	0.006451498863675047
KIAA1551	EVL	0.006450609594938018
DUSP2	LIME1	0.006450517487253586
SELL	LIME1	0.006449535558170452
CD3G	IL7R	0.006449296937656369
IL7R	SIT1	0.006448532765061538
KLRB1	PTPN7	0.00644718041694554
HLA-DRB1	TRAV8-3	0.006445756432611549
CD74	TNFRSF18	0.0064451719142673055
ZFP36L2	IL22	0.00644460143476576
SLC38A1	SELL	0.006443640176072896
TUBA4A	ISG20	0.006441272642426363
GZMM	C12orf75	0.0064402164477747464
HLA-DQA1	TC2N	0.006440111205617396
PIM2	SELL	0.006439975211946151
CCL5	CLEC2D	0.006438364860224381
CD2	CD82	0.006436302568577276
SELL	TUBA4A	0.006434766140103937
RHOH	SH2D2A	0.006433853485573489
CXCR4	TSPAN13	0.0064320301375807975
LTB	ZFP36L2	0.006431074942947896
TRAV8-3	C12orf75	0.006429234585612572
GZMM	IL32	0.006428346025553142
TNFRSF4	SLC38A1	0.006427840338495012
LCK	SH2D1A	0.006426359006157483
HLA-DRB1	ZAP70	0.006424138632156518
TRBC2	CAMK4	0.006424134725632302
PTGER4	ITK	0.006423251891220794
HLA-DRB5	TRBC2	0.006421726240945924
CD247	LIME1	0.006419639980397559
ZFP36L2	CD2	0.006418592860838136
SELL	CLEC2D	0.006413896252368284
TRBC1	TCF7	0.006413168924503674
LTB	CD96	0.006412066178173267
ITM2A	S100A4	0.006411802373082943
TRBV4-1	SELL	0.006409749938196207
SKAP1	RHOH	0.006408641240186231
TMSB10	CD40LG	0.006407744930249676
GZMA	LTB	0.006406504540406203
CD40LG	LIME1	0.006404817883766805
HSPA8	IL32	0.0064013659517097275
PTPN7	SLC38A1	0.00639888679133558
RGS1	S100A4	0.006395787136419445
GZMM	ZFP36L2	0.006395366152109538
IL32	CD74	0.006394914754944378
SH2D1A	TUBA4A	0.006392832987583852
ISG20	TRAT1	0.006392641644817265
SELL	ZFP36L2	0.0063912406678314215
HLA-DQA1	ZAP70	0.006391182481514735
RARRES3	TMSB10	0.006389848390637708
TIGIT	DDIT4	0.006387757925621005
LCK	CD52	0.006386363743389382
SH2D2A	SLAMF1	0.006385432737952764
CD96	CD2	0.006385141106894105
CD28	TC2N	0.006384919394003519
TUBA4A	KIAA1551	0.006383519245021623
CD247	GIMAP7	0.006378970514622131
SH2D2A	ITM2A	0.006375320408875528
HLA-DQA1	CLEC2D	0.006374018487512311
ITK	TSPAN13	0.006373695119923822
LAIR2	SYTL1	0.006373550765763686
PTGER4	KIAA1551	0.006372505664388025
TOX	RHOH	0.006372120583486805
SRGN	LCK	0.006370125108119998
CD247	SIT1	0.006369790604306739
CST7	C12orf75	0.006368700741930472
HLA-DRB5	TNFRSF4	0.0063666752704276686
TOX	IL2RG	0.006363684497310904
TNFRSF4	RASAL3	0.006362256049189055
HLA-DPA1	TRAT1	0.006361285259335357
SLC9A3R1	SAMSN1	0.006358495845109713
SH2D1A	SEPT1	0.006357396584193854
TIGIT	RGS1	0.006357331560028287
TRAT1	LY9	0.0063563953702301884
HLA-DRB1	CD69	0.006355891045518929
CD40LG	KLRB1	0.00635552746613491
TRBC1	TAGAP	0.006354401018072072
TRBV4-1	PIM2	0.006351762180326421
KLRB1	SYTL1	0.006350913394416667
CD40LG	RGS1	0.006349706706571385
SLC38A1	CST7	0.006348696887966796
ISG20	SLAMF1	0.006348672406647711
TRAV8-3	CD3D	0.006347339179021113
SLC38A1	TRAT1	0.006344351125640815
TAGAP	DDIT4	0.006344137071390822
ISG20	ZFP36L2	0.006343144936629966
PTPN7	TRAC	0.006342657007067778
CD69	TIGIT	0.0063426207158761
PTGER4	TRAV8-2	0.006341392245499241
ZFP36L2	EVL	0.006337549982868829
DDIT4	HLA-DRB1	0.006335659765317242
HLA-DPA1	CD247	0.006335529279591884
LTB	SAMSN1	0.006335115707809777
TC2N	SELL	0.00633324916613804
SH2D1A	GATA3	0.006333186937659931
SAMSN1	GIMAP7	0.006332758894117977
ITM2A	CXCR4	0.006331635465071223
SLAMF1	BATF	0.0063314487529543394
SKAP1	TNFRSF25	0.006328989866156712
LTB	GATA3	0.006328259720433327
GZMM	SYTL1	0.00632800039841597
SKAP1	TMSB4X	0.0063279168880385995
TRBV4-1	TRBC2	0.006326716962037468
BIRC3	CD2	0.006324516841684351
IL7R	TSPAN13	0.0063235052578113965
CXCR4	CLEC2D	0.006321265562269988
HLA-DPA1	CD40LG	0.0063185117842707835
LCK	ALOX5AP	0.0063177005051973595
CD3G	ITK	0.0063142765874401
SEPT1	ZFP36L2	0.006313383505803002
PGM2L1	SKAP1	0.006307976688563844
RGS1	CD40LG	0.006307727534236786
PGM2L1	GATA3	0.006307403900961367
CST7	TRAT1	0.006304356511340906
TRAC	TCF7	0.006304217803037751
GZMM	CD28	0.006303212430408887
TUBA4A	ITK	0.006300212038779947
KIAA1551	CD3G	0.00629846856219598
LTB	CD3G	0.006297853627110103
SEPT1	GIMAP7	0.00629711971256793
TSPAN13	IKZF3	0.006296387461577449
TRBC1	CLEC2D	0.0062962439433199525
CD2	TCF7	0.006293480510573358
IL2RG	RARRES3	0.006291903721846051
CD247	CD96	0.006291104330306156
NBAS	CXCR3	0.00629093204645797
BATF	GZMA	0.006289723761315273
ISG20	KIAA1551	0.006288582421020929
CD74	CD40LG	0.006287719256051782
PTGER4	SYTL1	0.006279186189880656
CD96	PTPN7	0.006277684610096185
CD69	SRGN	0.0062766481692507915
HLA-DPA1	TRBC1	0.006275598032381461
HLA-DRB5	KLRB1	0.006274966351790468
CXCR3	CD52	0.006274637255175478
TNFRSF25	PTPN7	0.006273080048250721
IL2RG	KIAA1551	0.0062665178279742535
KLRB1	ALOX5AP	0.006266352364729646
RHOH	PTPN7	0.006264870333776379
TNFRSF4	BIRC3	0.006264231023607682
TNFRSF25	CD3D	0.006262507114599658
TNFRSF4	ISG20	0.006262094493904865
CD247	SLC38A1	0.006260816176991257
CD69	TNFRSF25	0.006254558081115558
CD96	TC2N	0.006252296635206398
IL22	CLEC2D	0.006252127398949498
DDIT4	SIT1	0.0062520797854999696
CD3D	HLA-DPA1	0.0062517249152486175
NBAS	TC2N	0.006247981157222422
ITM2A	EVL	0.0062473791461063995
RHOH	LY9	0.0062467758727169235
PGM2L1	CD96	0.006246419923727807
TNFRSF18	CD2	0.006244653958931437
TSPAN13	PIM2	0.00624289052939311
ISG20	EVL	0.006241829192134384
CAMK4	LCK	0.006241383238643545
TAGAP	KLRB1	0.006240920725267208
NBAS	KIAA1551	0.006239392860174434
SELL	CXCR4	0.006238595831209195
CD40LG	GNLY	0.006238155206175738
TNFRSF25	TRBV4-1	0.006238018666210918
SEPT1	TCF7	0.006236241842401922
CXCR4	SH2D1A	0.0062355205929786
TNFRSF4	TRAC	0.0062334105189175565
CAMK4	SELL	0.006232972397057822
RGS1	LIME1	0.006232357864856681
ITM2A	KLRB1	0.006231393663548212
GNLY	CXCR4	0.006229776493332277
BATF	CAMK4	0.006225770345992675
SLC9A3R1	ITK	0.006225571808822143
HLA-DPA1	RHOH	0.006221635994621784
BATF	SEPT1	0.006220947280585252
KLRB1	DDIT4	0.00621943001635532
HLA-DQA1	CD69	0.006219011075090331
CLEC2D	CD28	0.006218086688507517
LY9	CD28	0.006216080319276908
KLRB1	LCK	0.006213583770382009
SKAP1	TRAV8-3	0.006209419025843274
CCL5	SH2D1A	0.00620765511189333
CCL5	CAMK4	0.006207120532085759
KLRB1	BATF	0.00620480565505279
ITM2A	CXCR3	0.0062036548266224895
TC2N	LIME1	0.006198592814388434
GZMA	CD2	0.006198042731570566
CST7	LTB	0.0061960959022462035
TNFRSF25	PTPRCAP	0.006196050511541368
IL22	IL7R	0.006195316937477154
TNFRSF4	CAMK4	0.0061950512538060274
SELL	SRGN	0.006194230418758089
CD69	CD3G	0.006192980564886021
TUBA4A	SELL	0.00619177491619397
CD3E	RGS1	0.006189656566414695
HLA-DRB5	ZAP70	0.006188016548280797
HLA-DRB5	RHOH	0.006186901627009034
ISG20	C12orf75	0.006186306374320036
HLA-DQA1	TRBC1	0.0061813076992107314
CD82	S100A10	0.0061808130610515565
TRAV8-2	TRAC	0.006175372081647608
PTPN7	CD2	0.0061743394529113
TRAV8-3	CD52	0.00617332360038819
GIMAP7	NBAS	0.006173147786180367
HLA-DQA1	TRAC	0.006172412556753547
LTB	LCK	0.006170605686588449
PIM2	SRGN	0.006168830716317785
HLA-DPA1	TRBC2	0.006163206905120898
CST7	SIT1	0.006162597806828136
KIAA1551	CD28	0.006162235820448591
CD96	IKZF3	0.006160358797693809
LAT	SLAMF1	0.006159766630047803
CST7	ITK	0.006158688856823953
SAMSN1	SH2D2A	0.0061580543196821476
TRBV4-1	TC2N	0.006154860004735006
CXCR4	PTPN7	0.006154559563007577
CD69	SIT1	0.006152346496563799
HLA-DRB1	CD2	0.006151031108571325
PIM2	KIAA1551	0.00614828223426621
CD247	APOBEC3G	0.006146539266487388
ITM2A	DDIT4	0.006146447433345857
TSPAN13	TRBC1	0.006145020668385297
GIMAP7	TRAV8-3	0.006143836785878131
HLA-DQA1	CD247	0.006143831043519814
SEPT1	SELL	0.0061432543784612015
LAIR2	GIMAP7	0.0061426240469377525
CXCR4	CD247	0.006142466271774262
GNLY	RGS1	0.0061414965494047125
TRAV8-3	IKZF3	0.00613508189394694
ITM2A	C12orf75	0.006134902165331407
PIM2	LY9	0.00613180865621443
RARRES3	CST7	0.006129185780635384
TCF7	GZMA	0.006129036082641327
DDIT4	HLA-DQA1	0.006128854913393484
KIAA1551	TRBC1	0.006127186359031842
ITK	TMC8	0.006124680649783558
TSPAN13	CD28	0.006124439764339848
IL2RG	LAIR2	0.006123839841072111
LTB	ZAP70	0.006119716994917154
LAT	SH2D2A	0.0061156446245314985
RARRES3	TRAV8-2	0.006115325233464948
NBAS	TCF7	0.006113005406258057
SH2D2A	CD82	0.0061126664020596235
PIM2	CD28	0.006112649243250303
SEPT1	TRAV8-2	0.006109425252438021
IL7R	PTPN7	0.006107678008373962
TRBC1	ZAP70	0.006105400086288561
TC2N	TRAT1	0.006104383404323443
HSPA8	CD52	0.006104000715257669
CCL5	TAGAP	0.0061038588561932875
RHOH	ITK	0.006100567481984147
RGS1	CXCR3	0.006096418417970435
DDIT4	TRAT1	0.00609521458362156
DUSP2	CLEC2D	0.006094385275736517
C12orf75	TRAC	0.006091867405461719
TRBC1	TUBA4A	0.006091522879399086
SAMSN1	SLC38A1	0.006088595316953176
HLA-DQA1	IL22	0.006088551536814196
GZMA	CD3D	0.006086585219858635
BIRC3	CAMK4	0.006082457992709154
RHOH	SRGN	0.006081663304937269
CXCR3	CD40LG	0.006080759426497992
RASAL3	TMC8	0.006080182705927719
SLAMF1	DDIT4	0.006079850863623299
SELL	GZMA	0.006077081968406969
LIME1	LAT	0.006074722402491563
CXCR4	TRBC1	0.006072601890783713
TUBA4A	KLRB1	0.0060691400839870185
SEPT1	SH2D2A	0.006068613855783946
TNFRSF25	SH2D1A	0.00606856968754197
SELL	IL7R	0.006064895376885797
SH2D1A	TRAC	0.0060642196980682725
TUBA4A	SEPT1	0.006063616143521881
TRBV4-1	SAMSN1	0.006063375220576344
TSPAN13	SLC38A1	0.006058056656747222
PGM2L1	LTB	0.006057093417792874
CAMK4	EVL	0.006056631160149221
PGM2L1	ZAP70	0.0060536574594858925
C12orf75	PTPN7	0.006052471154009286
TAGAP	TCF7	0.00605175643107719
TNFRSF25	TAGAP	0.006050364836356957
CD28	SELL	0.00604967208959685
IL2RG	S100A10	0.00604821326560139
HLA-DRB5	LAT	0.006048168861489242
ITM2A	RGS1	0.006046973952507854
GATA3	LTB	0.006045420312766838
HSPA8	SLC9A3R1	0.006043736371254703
GZMM	TMC8	0.006041454058708522
TUBA4A	CD28	0.006040771510134024
TNFRSF4	TMC8	0.006038169149095963
PGM2L1	GZMM	0.006037649054252219
HLA-DQA1	C12orf75	0.0060369454777400655
GZMM	ALOX5AP	0.006036884903425966
DUSP2	ALOX5AP	0.006035553279080471
ISG20	TRAV8-2	0.006034924819245283
EVL	CXCR4	0.006034504839024319
PIM2	CXCR4	0.00603382919556326
RGS1	CAMK4	0.006032552153819659
ITM2A	TCF7	0.006032374639138062
SRGN	TRAV8-3	0.006032082665833829
CXCR3	TRBC1	0.006031250606846288
DDIT4	C12orf75	0.006031215733104097
IL22	CCL5	0.006029147223928623
ISG20	TRAC	0.006027997803517035
TNFRSF4	CD247	0.0060241237629154515
HLA-DPA1	CAMK4	0.006024023643281682
APOBEC3G	IKZF3	0.006023771704569321
LAIR2	TMC8	0.006023708796511833
NBAS	CD2	0.006021092679562226
TNFRSF18	SYTL1	0.006020440969009493
ITK	TRAC	0.006019618248547688
TNFRSF18	CXCR4	0.006019195365321179
TOX	APOBEC3G	0.0060167925061642485
SEPT1	TIGIT	0.006016380278809387
DDIT4	GNLY	0.006013992448084218
RGS1	SH2D2A	0.00601279328165343
TMC8	RASAL3	0.006012317068135985
SH2D1A	CD3G	0.006010686741353887
GZMA	ZFP36L2	0.006010656798584398
