Gene1	Gene2	corVal	pValue
APOBEC3G	RASAL3	0.0013140556119124	0.902821666369384
SAMSN1	C12orf75	0.00129995051070086	0.903859691097309
C12orf75	SAMSN1	0.00129995051070086	0.903859691097309
SLAMF1	SYTL1	0.00129438428803048	0.904269366703645
SYTL1	SLAMF1	0.00129438428803047	0.904269366703645
LCK	IKZF3	0.00129317752804259	0.904358187953984
IKZF3	LCK	0.00129317752804255	0.904358187953987
S100A10	TC2N	0.00128731345399101	0.904789818871363
TC2N	S100A10	0.00128731345399099	0.904789818871364
CD69	CLEC2D	0.00127549814672196	0.905659581441255
CLEC2D	CD69	0.00127549814672192	0.905659581441258
ITM2A	LAT	0.00125831156364642	0.906924942533289
LAT	ITM2A	0.00125831156364628	0.906924942533299
TAGAP	RARRES3	0.00122366699819656	0.909476361258686
RARRES3	TAGAP	0.00122366699819646	0.909476361258693
SLC38A1	TNFRSF4	0.00119959560297596	0.911249664242951
TNFRSF4	SLC38A1	0.0011995956029759	0.911249664242956
BATF	CD74	0.00117246243270793	0.913249053064087
CD74	BATF	0.00117246243270768	0.913249053064105
ZAP70	HLA-DRB1	0.00116284161102719	0.913958124611876
HLA-DRB1	ZAP70	0.00116284161102713	0.913958124611881
IL7R	SELL	0.00115727385042252	0.914368509719105
SELL	IL7R	0.00115727385042251	0.914368509719106
IL22	S100A10	0.00114359257939238	0.915377017243132
S100A10	IL22	0.00114359257939227	0.91537701724314
SEPT1	SAMSN1	0.00113748534903618	0.915827252508574
SAMSN1	SEPT1	0.00113748534903613	0.915827252508578
TCF7	SH2D2A	0.00111722919716068	0.917320762490857
SH2D2A	TCF7	0.00111722919716057	0.917320762490865
TRAC	CD28	0.00108677615085262	0.919566648959758
CD28	TRAC	0.00108677615085259	0.91956664895976
RARRES3	S100A4	0.00108379140506785	0.919786806259945
S100A4	RARRES3	0.00108379140506785	0.919786806259945
SKAP1	SLC9A3R1	0.00108163959482689	0.919945529364975
SLC9A3R1	SKAP1	0.00108163959482656	0.919945529365
SLAMF1	TRBC2	0.00108074618783604	0.920011430319276
TRBC2	SLAMF1	0.00108074618783594	0.920011430319283
GATA3	IL2RG	0.0010798263481931	0.92007928161616
IL2RG	GATA3	0.00107982634819309	0.920079281616161
IL7R	CD2	0.00107933284035971	0.920115685099496
CD2	IL7R	0.00107933284035969	0.920115685099497
GZMA	SYTL1	0.00107918158112352	0.920126842733179
SYTL1	GZMA	0.00107918158112346	0.920126842733183
TUBA4A	LAT	0.00107081521256039	0.92074401211843
LAT	TUBA4A	0.00107081521256036	0.920744012118432
CD2	HLA-DQA1	0.00102898866528528	0.923830176792698
HLA-DQA1	CD2	0.00102898866528508	0.923830176792713
HLA-DQA1	ZAP70	0.00100222380782094	0.92580562184845
ZAP70	HLA-DQA1	0.00100222380782093	0.92580562184845
TRAV8-3	TRAT1	0.00100110218593703	0.925888415936544
TRAT1	TRAV8-3	0.00100110218593701	0.925888415936545
SH2D1A	ZAP70	0.000991794309551209	0.926575520728582
ZAP70	SH2D1A	0.000991794309551164	0.926575520728585
SIT1	ZFP36L2	0.000982760925837294	0.927242414911063
ZFP36L2	SIT1	0.000982760925837254	0.927242414911066
SAMSN1	HSPA8	0.000964074796407984	0.928622089669116
HSPA8	SAMSN1	0.000964074796407983	0.928622089669116
LIME1	SLC38A1	0.000961858328523963	0.928785755038947
SLC38A1	LIME1	0.00096185832852394	0.928785755038949
SKAP1	TNFRSF25	0.000946518428718258	0.929918544983892
TNFRSF25	SKAP1	0.000946518428718255	0.929918544983892
TCF7	SH2D1A	0.000900154550353845	0.933343184781725
SH2D1A	TCF7	0.000900154550353708	0.933343184781735
KIAA1551	PGM2L1	0.000869295316754592	0.935623271264709
PGM2L1	KIAA1551	0.000869295316754521	0.935623271264714
GZMM	TRBC1	0.00086302121289252	0.936086909199906
TRBC1	GZMM	0.000863021212892466	0.93608690919991
ALOX5AP	RASAL3	0.000858330992223394	0.936433516960886
RASAL3	ALOX5AP	0.000858330992223345	0.93643351696089
SLAMF1	CAMK4	0.000852754395587839	0.93684564366065
CAMK4	SLAMF1	0.000852754395587709	0.93684564366066
TUBA4A	TRAV8-3	0.000845205827503787	0.937403531710532
TRAV8-3	TUBA4A	0.00084520582750376	0.937403531710534
GATA3	GZMA	0.000841439198585074	0.937681921480224
GZMA	GATA3	0.000841439198585005	0.937681921480229
TRAV8-3	SLC38A1	0.000831278514355784	0.938432930755395
SLC38A1	TRAV8-3	0.000831278514355721	0.938432930755399
DDIT4	ACTB	0.000826778387353451	0.938765567339571
ACTB	DDIT4	0.000826778387353417	0.938765567339574
CXCR4	SLC9A3R1	0.000815973703341195	0.939564262347604
SLC9A3R1	CXCR4	0.000815973703341184	0.939564262347605
HLA-DRB5	ACTB	0.000806257791824438	0.940282525935236
ACTB	HLA-DRB5	0.00080625779182406	0.940282525935264
TRAV8-2	ALOX5AP	0.000785844493161775	0.941791767722129
ALOX5AP	TRAV8-2	0.000785844493161742	0.941791767722132
S100A4	GZMM	0.000784745610108409	0.941873018785599
GZMM	S100A4	0.000784745610108301	0.941873018785607
TRAV8-3	HLA-DRB1	0.00077248673976727	0.942779476574837
HLA-DRB1	TRAV8-3	0.000772486739767244	0.942779476574839
CD69	APOBEC3G	0.000767300522223449	0.943162983490939
APOBEC3G	CD69	0.000767300522223449	0.943162983490939
TOX	S100A4	0.000743973236657431	0.944888135478174
S100A4	TOX	0.000743973236657345	0.94488813547818
CD69	RASAL3	0.000729207265862382	0.945980275914599
RASAL3	CD69	0.000729207265862341	0.945980275914602
SRGN	IKZF3	0.000720859247500853	0.946597768238605
IKZF3	SRGN	0.000720859247500776	0.94659776823861
SH2D2A	TIGIT	0.000715229651843528	0.94701420041701
TIGIT	SH2D2A	0.000715229651843456	0.947014200417016
NBAS	CD74	0.000706435925479137	0.947664718439692
CD74	NBAS	0.000706435925478961	0.947664718439705
TRAC	LCK	0.000698994995848248	0.948215190263239
LCK	TRAC	0.000698994995848226	0.94821519026324
TMSB10	DUSP2	0.000691215450619831	0.948790738921013
DUSP2	TMSB10	0.000691215450619709	0.948790738921022
NBAS	LAT	0.000687923539942662	0.949034290109628
LAT	NBAS	0.000687923539942596	0.949034290109633
SEPT1	TMC8	0.000678695589172294	0.949717043046999
TMC8	SEPT1	0.000678695589172212	0.949717043047005
IL22	CXCR4	0.000675995769432907	0.949916802941144
CXCR4	IL22	0.000675995769432904	0.949916802941144
SH2D1A	ALOX5AP	0.000675975816602325	0.949918279264521
ALOX5AP	SH2D1A	0.000675975816602218	0.949918279264529
EVL	BIRC3	0.000671038691110642	0.950283585776134
BIRC3	EVL	0.000671038691110604	0.950283585776136
CD3G	IL2RG	0.000668079399993674	0.950502553891151
IL2RG	CD3G	0.000668079399993523	0.950502553891162
CD69	PTPN7	0.000667364273944334	0.950555469085282
PTPN7	CD69	0.000667364273944333	0.950555469085282
LCK	TRAV8-3	0.000652636113323451	0.951645315979102
TRAV8-3	LCK	0.000652636113323408	0.951645315979105
PGM2L1	KLRB1	0.000646653642329999	0.952088029747892
KLRB1	PGM2L1	0.000646653642329983	0.952088029747893
CST7	LCK	0.000639736980712624	0.952599893745711
LCK	CST7	0.000639736980712617	0.952599893745712
LAIR2	SAMSN1	0.000638540829291401	0.952688416307363
SAMSN1	LAIR2	0.000638540829291374	0.952688416307365
TRBC2	ITK	0.000630660144937279	0.953271649955447
ITK	TRBC2	0.000630660144937177	0.953271649955455
CD3D	HLA-DRB1	0.000626132386717631	0.953606751600896
HLA-DRB1	CD3D	0.000626132386717224	0.953606751600926
TRAV8-3	IL7R	0.00061426149297367	0.954485361154251
IL7R	TRAV8-3	0.000614261492973553	0.95448536115426
TMSB10	RASAL3	0.000613374933395416	0.954550981000111
RASAL3	TMSB10	0.000613374933395392	0.954550981000113
IL2RG	TRBC2	0.00058932970080524	0.956330835767365
TRBC2	IL2RG	0.000589329700805225	0.956330835767366
RGS1	RASAL3	0.000581497649601206	0.956910620316831
RASAL3	RGS1	0.000581497649601178	0.956910620316833
TSPAN13	GIMAP7	0.000574533236314634	0.957426195245935
GIMAP7	TSPAN13	0.000574533236314521	0.957426195245944
HLA-DRB5	SKAP1	0.000551656242397132	0.959119901347981
SKAP1	HLA-DRB5	0.000551656242397072	0.959119901347985
HLA-DRB1	C12orf75	0.000532182609679263	0.960561784117871
C12orf75	HLA-DRB1	0.00053218260967924	0.960561784117872
DDIT4	RASAL3	0.000532175094593129	0.960562340581277
RASAL3	DDIT4	0.000532175094593122	0.960562340581277
PTPN7	IL32	0.000521467097479366	0.961355246226741
IL32	PTPN7	0.000521467097479231	0.961355246226751
TMSB4X	TCF7	0.000497855343377228	0.963103783060926
TCF7	TMSB4X	0.00049785534337718	0.963103783060929
CD3D	SH2D1A	0.000495159619799398	0.963303422703802
SH2D1A	CD3D	0.000495159619799184	0.963303422703818
CST7	RASAL3	0.000463689327015751	0.965634213568562
RASAL3	CST7	0.000463689327015733	0.965634213568563
CAMK4	IL2RG	0.000447097295050679	0.966863192164882
IL2RG	CAMK4	0.000447097295050629	0.966863192164886
CD74	SYTL1	0.000441516621392656	0.967276572777754
SYTL1	CD74	0.000441516621392577	0.96727657277776
CD3D	TRAV8-2	0.000435979383552614	0.967686744633178
TRAV8-2	CD3D	0.000435979383552362	0.967686744633197
LCK	TNFRSF18	0.000393086342357115	0.970864335410915
TNFRSF18	LCK	0.000393086342357024	0.970864335410922
CLEC2D	DDIT4	0.000384581211666165	0.971494466769147
DDIT4	CLEC2D	0.000384581211666139	0.971494466769149
TNFRSF18	SLC38A1	0.00037783566885573	0.971994245781557
SLC38A1	TNFRSF18	0.000377835668855688	0.97199424578156
DUSP2	TC2N	0.000366927397597272	0.972802465603789
TC2N	DUSP2	0.000366927397597245	0.972802465603791
PTGER4	ZAP70	0.000363792570747668	0.97303473760034
ZAP70	PTGER4	0.000363792570747636	0.973034737600342
SEPT1	TIGIT	0.000349243615724186	0.974112758123589
TIGIT	SEPT1	0.000349243615724181	0.97411275812359
PIM2	SRGN	0.000348951260990527	0.974134420954282
SRGN	PIM2	0.000348951260990504	0.974134420954284
TRAV8-2	EVL	0.00033949455719123	0.974835151715013
EVL	TRAV8-2	0.000339494557191215	0.974835151715014
SELL	SIT1	0.000306617843716238	0.977271425615349
SIT1	SELL	0.000306617843716199	0.977271425615352
CXCR3	CD3D	0.000292393893339916	0.978325534717241
CD3D	CXCR3	0.000292393893339859	0.978325534717246
IL2RG	PTGER4	0.000266381132091786	0.980253386075928
PTGER4	IL2RG	0.00026638113209177	0.980253386075929
TMSB10	TRBC2	0.000262768508702896	0.980521133306269
TRBC2	TMSB10	0.000262768508702853	0.980521133306272
LAIR2	CD3G	0.000258678318652115	0.980824277725422
CD3G	LAIR2	0.000258678318652065	0.980824277725426
IKZF3	CD247	0.000254483161981289	0.981135204620938
CD247	IKZF3	0.000254483161981288	0.981135204620938
TMSB4X	TOX	0.000252333999309973	0.981294492389836
TOX	TMSB4X	0.000252333999309755	0.981294492389853
CCL5	SLAMF1	0.000213806265298782	0.984150142027265
SLAMF1	CCL5	0.000213806265298746	0.984150142027267
TNFRSF25	TUBA4A	0.000207157508333193	0.984642964970893
TUBA4A	TNFRSF25	0.000207157508333078	0.984642964970901
IL32	CLEC2D	0.000192305162800215	0.985743879854461
CLEC2D	IL32	0.000192305162800065	0.985743879854472
IL7R	SIT1	0.000174802123823486	0.98704130935305
SIT1	IL7R	0.000174802123823375	0.987041309353058
TSPAN13	RARRES3	0.000174278531086687	0.987080121710205
RARRES3	TSPAN13	0.000174278531086663	0.987080121710206
IL7R	CD247	0.000169241395514696	0.987453510991204
CD247	IL7R	0.000169241395514666	0.987453510991206
CD247	TRAV8-3	0.000157830981228661	0.988299344276658
TRAV8-3	CD247	0.000157830981228638	0.98829934427666
CD247	DUSP2	0.000130452788153561	0.990328891817472
DUSP2	CD247	0.000130452788153511	0.990328891817476
PGM2L1	ISG20	9.30671342833896e-05	0.993100391665036
ISG20	PGM2L1	9.30671342833098e-05	0.993100391665042
CD3G	BATF	7.7843117891465e-05	0.994229015004737
BATF	CD3G	7.78431178914553e-05	0.994229015004738
RARRES3	SLAMF1	7.29865947224034e-05	0.994589052978801
SLAMF1	RARRES3	7.29865947223216e-05	0.994589052978807
TRAV8-3	SH2D2A	5.59306561196494e-05	0.995853501925653
SH2D2A	TRAV8-3	5.59306561195641e-05	0.995853501925659
TIGIT	ACTB	3.72725897951004e-05	0.997236737074211
ACTB	TIGIT	3.72725897950357e-05	0.997236737074216
SEPT1	TRAT1	1.41817655180536e-05	0.998948610384248
TRAT1	SEPT1	1.41817655180495e-05	0.998948610384248
GZMM	HLA-DQA1	1.07372537680214e-05	0.999203975097948
HLA-DQA1	GZMM	1.07372537678275e-05	0.999203975097962
CLEC2D	LIME1	-5.18218297250498e-07	0.999961580982765
LIME1	CLEC2D	-5.18218297367719e-07	0.999961580982756
SLC9A3R1	TC2N	-2.34997729729092e-06	0.999825780336041
TC2N	SLC9A3R1	-2.34997729730131e-06	0.99982578033604
BIRC3	CD40LG	-1.2497022363872e-05	0.999073511660159
CD40LG	BIRC3	-1.24970223638941e-05	0.999073511660158
LIME1	CD74	-2.16627635290704e-05	0.998393994329734
CD74	LIME1	-2.1662763529359e-05	0.998393994329712
TRBC2	TRAV8-3	-4.18052814474533e-05	0.996900700343295
TRAV8-3	TRBC2	-4.18052814475065e-05	0.996900700343291
TIGIT	SLC9A3R1	-4.8490455315614e-05	0.996405087687604
SLC9A3R1	TIGIT	-4.84904553156405e-05	0.996405087687602
SH2D1A	CD74	-5.21913076448675e-05	0.996130721548095
CD74	SH2D1A	-5.21913076449586e-05	0.996130721548088
PTPN7	TRAT1	-6.07983960808817e-05	0.995492628842895
TRAT1	PTPN7	-6.07983960809114e-05	0.995492628842893
CD3G	CD74	-7.00928445158989e-05	0.994803581457703
CD74	CD3G	-7.00928445160418e-05	0.994803581457693
DDIT4	TRBC1	-9.04595268820497e-05	0.993293704161315
TRBC1	DDIT4	-9.04595268820725e-05	0.993293704161313
SLC9A3R1	TSPAN13	-0.00012278426277948	0.990897371970665
TSPAN13	SLC9A3R1	-0.000122784262779525	0.990897371970662
PTPRCAP	DUSP2	-0.000139832482278016	0.989633566668624
DUSP2	PTPRCAP	-0.000139832482278054	0.989633566668621
TRAC	IL22	-0.000141653107449371	0.989498602985528
IL22	TRAC	-0.000141653107449399	0.989498602985526
GIMAP7	RASAL3	-0.000150772326605715	0.98882259616625
RASAL3	GIMAP7	-0.000150772326605753	0.988822596166247
BIRC3	LCK	-0.000157384245755199	0.98833246023954
LCK	BIRC3	-0.000157384245755274	0.988332460239534
CD96	LAIR2	-0.000182253616913706	0.986488955915477
LAIR2	CD96	-0.000182253616913786	0.986488955915471
SYTL1	LAIR2	-0.000201076516152216	0.985093708865209
LAIR2	SYTL1	-0.000201076516152331	0.9850937088652
TSPAN13	KIAA1551	-0.000218385135370636	0.983810747921745
KIAA1551	TSPAN13	-0.000218385135370727	0.983810747921739
C12orf75	SKAP1	-0.000225605523323908	0.983275565724146
SKAP1	C12orf75	-0.000225605523323993	0.98327556572414
LIME1	TCF7	-0.000246237995077946	0.981746309090458
TCF7	LIME1	-0.000246237995078014	0.981746309090453
IKZF3	TSPAN13	-0.000292894493782218	0.978288435545711
TSPAN13	IKZF3	-0.000292894493782286	0.978288435545706
TIGIT	CD82	-0.000294573841297347	0.978163980542603
CD82	TIGIT	-0.000294573841297578	0.978163980542585
TNFRSF18	CXCR3	-0.000315869833157701	0.976585799985416
CXCR3	TNFRSF18	-0.000315869833157786	0.97658579998541
TRAV8-2	TRBC2	-0.000327109991347205	0.975752862935163
TRBC2	TRAV8-2	-0.000327109991347212	0.975752862935163
TNFRSF25	IL2RG	-0.000335220731258296	0.975151843653309
IL2RG	TNFRSF25	-0.000335220731258309	0.975151843653308
LTB	TNFRSF25	-0.000369886124093687	0.972583243709631
TNFRSF25	LTB	-0.000369886124093734	0.972583243709628
LAT	LAIR2	-0.000374757367887229	0.972222321562495
LAIR2	LAT	-0.000374757367887501	0.972222321562474
SKAP1	CD2	-0.000387426653659955	0.971283650580294
CD2	SKAP1	-0.000387426653659956	0.971283650580294
TRBC2	KIAA1551	-0.000406137058518314	0.96989746448324
KIAA1551	TRBC2	-0.000406137058518434	0.969897464483231
IL22	CD247	-0.000410641111321798	0.969563788951932
CD247	IL22	-0.000410641111321838	0.969563788951929
CD3E	C12orf75	-0.000413260429051847	0.969369743443124
C12orf75	CD3E	-0.00041326042905206	0.969369743443108
DDIT4	CAMK4	-0.000415114387636537	0.969232398720037
CAMK4	DDIT4	-0.000415114387636554	0.969232398720035
SH2D2A	IL2RG	-0.000426347591276881	0.968400241621689
IL2RG	SH2D2A	-0.000426347591276884	0.968400241621689
ISG20	CD28	-0.000448795510156881	0.966737401012653
CD28	ISG20	-0.00044879551015691	0.96673740101265
APOBEC3G	HLA-DRB1	-0.000452007377867211	0.966499491991762
HLA-DRB1	APOBEC3G	-0.000452007377867229	0.96649949199176
SH2D1A	SLC38A1	-0.00047023300068698	0.96514954326163
SLC38A1	SH2D1A	-0.000470233000687111	0.96514954326162
TRBC2	RHOH	-0.000486006361540111	0.963981310933098
RHOH	TRBC2	-0.00048600636154019	0.963981310933092
CCL5	TCF7	-0.000502823205055257	0.962735879696145
TCF7	CCL5	-0.000502823205055271	0.962735879696144
IKZF3	TRAT1	-0.000508256707023089	0.962333501641086
TRAT1	IKZF3	-0.000508256707023119	0.962333501641083
SRGN	CD40LG	-0.000521012793723454	0.961388887356637
CD40LG	SRGN	-0.000521012793723513	0.961388887356633
PIM2	RGS1	-0.000532836432758122	0.960513371091301
RGS1	PIM2	-0.000532836432758134	0.9605133710913
ISG20	CCL5	-0.000582009477292939	0.956872730464238
CCL5	ISG20	-0.000582009477292972	0.956872730464236
BIRC3	SH2D1A	-0.00058458414513674	0.95668213306317
SH2D1A	BIRC3	-0.000584584145136768	0.956682133063168
DUSP2	TCF7	-0.000586631223294016	0.956530593815435
TCF7	DUSP2	-0.000586631223294112	0.956530593815427
ZAP70	TRAT1	-0.000614706873986781	0.954452395822908
TRAT1	ZAP70	-0.0006147068739868	0.954452395822906
CLEC2D	CD247	-0.000624812446720852	0.953704442565191
CD247	CLEC2D	-0.000624812446720881	0.953704442565189
TOX	RASAL3	-0.000625413117510606	0.953659985830223
RASAL3	TOX	-0.00062541311751062	0.953659985830222
TOX	CCL5	-0.000638683183005279	0.952677881226425
CCL5	TOX	-0.000638683183005289	0.952677881226424
CD28	S100A4	-0.000681637378331432	0.949499383412159
S100A4	CD28	-0.000681637378331433	0.949499383412159
LIME1	ACTB	-0.000698191438868907	0.948274638011651
ACTB	LIME1	-0.000698191438869031	0.948274638011642
GATA3	CD3D	-0.000717891380471922	0.946817305344477
CD3D	GATA3	-0.000717891380471959	0.946817305344474
ZAP70	GZMA	-0.000725517640295004	0.946253188856174
GZMA	ZAP70	-0.000725517640295058	0.94625318885617
ACTB	LAIR2	-0.000726172542984334	0.946204746780424
LAIR2	ACTB	-0.000726172542984563	0.946204746780407
CD82	TSPAN13	-0.000726740864158828	0.946162709158207
TSPAN13	CD82	-0.00072674086415888	0.946162709158204
APOBEC3G	NBAS	-0.000729895969763767	0.94592933480479
NBAS	APOBEC3G	-0.000729895969763799	0.945929334804788
IKZF3	CXCR4	-0.000736067039306236	0.945472891447428
CXCR4	IKZF3	-0.00073606703930626	0.945472891447427
SEPT1	BIRC3	-0.000740531560259094	0.945142684160005
BIRC3	SEPT1	-0.000740531560259116	0.945142684160003
TRBC1	RGS1	-0.000753196664645521	0.944205992406067
RGS1	TRBC1	-0.000753196664645587	0.944205992406062
GZMM	CD69	-0.000761125112867073	0.943619655670884
CD69	GZMM	-0.00076112511286708	0.943619655670884
CD74	TNFRSF4	-0.000773373792676412	0.942713882710491
TNFRSF4	CD74	-0.000773373792676427	0.94271388271049
SLC38A1	IKZF3	-0.000779003824132487	0.94229757443159
IKZF3	SLC38A1	-0.000779003824132509	0.942297574431588
HLA-DRB5	CXCR4	-0.000785751117343307	0.941798671876915
CXCR4	HLA-DRB5	-0.000785751117343477	0.941798671876902
SIT1	TNFRSF18	-0.000790426772767025	0.941452961963585
TNFRSF18	SIT1	-0.000790426772767034	0.941452961963584
GZMM	CD96	-0.000809592717784012	0.940035980939923
CD96	GZMM	-0.000809592717784123	0.940035980939915
TAGAP	IL22	-0.000818506812674302	0.939377006428373
IL22	TAGAP	-0.000818506812674305	0.939377006428372
PIM2	DDIT4	-0.00086528982515432	0.935919262875828
DDIT4	PIM2	-0.000865289825154347	0.935919262875826
RARRES3	CD40LG	-0.000872250701318447	0.935404884537308
CD40LG	RARRES3	-0.000872250701318515	0.935404884537303
SLAMF1	CD3D	-0.000877407700634244	0.935023822189543
CD3D	SLAMF1	-0.000877407700634258	0.935023822189542
TMC8	ACTB	-0.000880675736493881	0.934782347324347
ACTB	TMC8	-0.000880675736493922	0.934782347324344
BATF	SIT1	-0.000903318112827551	0.933109470214973
SIT1	BATF	-0.000903318112827556	0.933109470214972
TIGIT	EVL	-0.000913955172016973	0.932323678382085
EVL	TIGIT	-0.000913955172017035	0.932323678382081
LTB	GZMM	-0.000916979976855145	0.932100238880419
GZMM	LTB	-0.000916979976855312	0.932100238880406
TNFRSF4	ZFP36L2	-0.000921723689417463	0.93174983605451
ZFP36L2	TNFRSF4	-0.000921723689417501	0.931749836054507
TRAV8-3	CCL5	-0.000927767964195852	0.931303384040298
CCL5	TRAV8-3	-0.000927767964195922	0.931303384040293
TNFRSF4	ACTB	-0.000938482978655198	0.930511987486183
ACTB	TNFRSF4	-0.000938482978655277	0.930511987486177
SYTL1	ITM2A	-0.000957691047829574	0.929093477791888
ITM2A	SYTL1	-0.000957691047829637	0.929093477791884
S100A10	TRAT1	-0.000972700555582598	0.927985187033604
TRAT1	S100A10	-0.00097270055558261	0.927985187033603
CLEC2D	SIT1	-0.000979954873208734	0.927449583609824
SIT1	CLEC2D	-0.000979954873208786	0.927449583609821
GNLY	TNFRSF25	-0.000997986361666278	0.92611841907127
TNFRSF25	GNLY	-0.000997986361666363	0.926118419071264
HLA-DRB1	SH2D2A	-0.00100078850932746	0.92591157055783
SH2D2A	HLA-DRB1	-0.00100078850932766	0.925911570557815
LCK	S100A10	-0.00101132684640078	0.925133698120995
S100A10	LCK	-0.00101132684640081	0.925133698120993
CD247	TC2N	-0.00102467050758893	0.924148857416967
TC2N	CD247	-0.00102467050758896	0.924148857416965
TRAT1	TNFRSF18	-0.00102484541966853	0.924135948644869
TNFRSF18	TRAT1	-0.00102484541966862	0.924135948644862
LAT	TRAV8-3	-0.00102674702951027	0.923995608294847
TRAV8-3	LAT	-0.00102674702951035	0.923995608294841
HLA-DRB1	GATA3	-0.00102700806005041	0.923976344213605
GATA3	HLA-DRB1	-0.0010270080600505	0.923976344213598
DUSP2	SKAP1	-0.00109355051950406	0.91906698886405
SKAP1	DUSP2	-0.0010935505195041	0.919066988864047
CD52	TC2N	-0.00110545296237365	0.918189172640843
TC2N	CD52	-0.00110545296237372	0.918189172640838
KIAA1551	CD3D	-0.00110778283724124	0.918017353838137
CD3D	KIAA1551	-0.0011077828372414	0.918017353838125
CST7	TNFRSF25	-0.00110873669132123	0.917947012080198
TNFRSF25	CST7	-0.00110873669132129	0.917947012080193
TNFRSF4	CD52	-0.00112980334024418	0.916393621404078
CD52	TNFRSF4	-0.00112980334024431	0.916393621404068
TRBC2	TRAT1	-0.001133167348241	0.9161455990713
TRAT1	TRBC2	-0.00113316734824106	0.916145599071296
TAGAP	CD82	-0.00114294846697493	0.915424501013023
CD82	TAGAP	-0.00114294846697495	0.915424501013022
SLAMF1	TOX	-0.00114870420591669	0.915000200422295
TOX	SLAMF1	-0.00114870420591676	0.915000200422289
HSPA8	S100A10	-0.00114907374870135	0.914972959355719
S100A10	HSPA8	-0.00114907374870148	0.914972959355709
LIME1	ITM2A	-0.00115915446191453	0.914229892194468
ITM2A	LIME1	-0.00115915446191456	0.914229892194466
GATA3	CD96	-0.00116283709397684	0.913958457542592
CD96	GATA3	-0.00116283709397687	0.913958457542589
CD3G	IKZF3	-0.0011740570239776	0.913131535526139
IKZF3	CD3G	-0.00117405702397762	0.913131535526138
PGM2L1	TMC8	-0.00120859109674205	0.91058692773104
TMC8	PGM2L1	-0.00120859109674206	0.910586927731039
DDIT4	LAT	-0.00122143124140098	0.909641047195679
LAT	DDIT4	-0.00122143124140101	0.909641047195676
LY9	IL7R	-0.00123971406224715	0.908294448421204
IL7R	LY9	-0.00123971406224717	0.908294448421202
ZAP70	S100A4	-0.00124228901093779	0.90810481480504
S100A4	ZAP70	-0.00124228901093781	0.908104814805039
CLEC2D	LAIR2	-0.00125105524428018	0.907459259697666
LAIR2	CLEC2D	-0.00125105524428021	0.907459259697664
TAGAP	GZMA	-0.00126159804323093	0.90668295731627
GZMA	TAGAP	-0.00126159804323093	0.90668295731627
RHOH	CAMK4	-0.00127762566344698	0.905502959745333
CAMK4	RHOH	-0.00127762566344711	0.905502959745323
NBAS	CD3G	-0.00127964982569305	0.905353950121803
CD3G	NBAS	-0.00127964982569307	0.905353950121802
PTPN7	CXCR3	-0.00130052799857636	0.903817189285018
CXCR3	PTPN7	-0.00130052799857642	0.903817189285014
GIMAP7	TIGIT	-0.00130466686454403	0.903512586104862
TIGIT	GIMAP7	-0.00130466686454406	0.90351258610486
SLC9A3R1	CST7	-0.00130733056483359	0.903316556439185
CST7	SLC9A3R1	-0.00130733056483364	0.903316556439182
LY9	APOBEC3G	-0.00131051772462543	0.903082011568429
APOBEC3G	LY9	-0.00131051772462548	0.903082011568425
TRBC2	LTB	-0.00131399378782097	0.902826215776152
LTB	TRBC2	-0.001313993787821	0.90282621577615
CD82	SEPT1	-0.00131409879978766	0.902818488334893
SEPT1	CD82	-0.00131409879978771	0.902818488334889
APOBEC3G	CLEC2D	-0.00131858709143055	0.902488220208537
CLEC2D	APOBEC3G	-0.00131858709143058	0.902488220208536
IL7R	CD3G	-0.00133867619041563	0.901010184016472
CD3G	IL7R	-0.00133867619041567	0.901010184016469
RGS1	TRBC2	-0.00134439593948659	0.900589421487643
TRBC2	RGS1	-0.00134439593948661	0.900589421487641
IKZF3	LAT	-0.00134651272545089	0.900433711203513
LAT	IKZF3	-0.00134651272545101	0.900433711203504
PTPN7	SH2D1A	-0.00135464648494915	0.899835429437622
SH2D1A	PTPN7	-0.00135464648494925	0.899835429437614
CD82	SRGN	-0.00136463066517524	0.899101117097787
SRGN	CD82	-0.00136463066517531	0.899101117097783
TRAV8-2	PTPRCAP	-0.0013647630750713	0.899091379248605
PTPRCAP	TRAV8-2	-0.00136476307507132	0.899091379248603
SLAMF1	HLA-DRB5	-0.00136747770131832	0.898891740262499
HLA-DRB5	SLAMF1	-0.00136747770131842	0.898891740262492
PTPN7	DDIT4	-0.00136768244283304	0.898876683425626
DDIT4	PTPN7	-0.00136768244283306	0.898876683425625
RARRES3	PTPRCAP	-0.00137853556318762	0.898078589452755
PTPRCAP	RARRES3	-0.00137853556318778	0.898078589452743
ALOX5AP	HLA-DRB1	-0.00138066987356203	0.897921653120361
HLA-DRB1	ALOX5AP	-0.00138066987356216	0.897921653120352
SAMSN1	SIT1	-0.0014062651488728	0.896039939358162
SIT1	SAMSN1	-0.00140626514887285	0.896039939358159
CD3G	TMSB4X	-0.00144645317015275	0.893086579401222
TMSB4X	CD3G	-0.00144645317015282	0.893086579401217
CST7	CLEC2D	-0.00148100788794272	0.890548385920894
CLEC2D	CST7	-0.00148100788794274	0.890548385920893
TRAC	SELL	-0.00149068245265716	0.889837947058086
SELL	TRAC	-0.00149068245265717	0.889837947058085
LAT	TRBC2	-0.00150775947903675	0.888584134387762
TRBC2	LAT	-0.00150775947903689	0.888584134387751
